sto, "stop_name"
L01, "8 Av"
L01, "8 Av"
L01, "8 Av"
L02, "6 Av"
L02, "6 Av"
L02, "6 Av"
L03, "Union Sq - 14 St"
L03, "Union Sq - 14 St"
L03, "Union Sq - 14 St"
L05, "3 Av"
L05, "3 Av"
L05, "3 Av"
L06, "1 Av"
L06, "1 Av"
L06, "1 Av"
L08, "Bedford Av"
L08, "Bedford Av"
L08, "Bedford Av"
L10, "Lorimer St"
L10, "Lorimer St"
L10, "Lorimer St"
L11, "Graham Av"
L11, "Graham Av"
L11, "Graham Av"
L12, "Grand St"
L12, "Grand St"
L12, "Grand St"
L13, "Montrose Av"
L13, "Montrose Av"
L13, "Montrose Av"
L14, "Morgan Av"
L14, "Morgan Av"
L14, "Morgan Av"
L15, "Jefferson St"
L15, "Jefferson St"
L15, "Jefferson St"
L16, "DeKalb Av"
L16, "DeKalb Av"
L16, "DeKalb Av"
L17, "Myrtle - Wyckoff Avs"
L17, "Myrtle - Wyckoff Avs"
L17, "Myrtle - Wyckoff Avs"
L19, "Halsey St"
L19, "Halsey St"
L19, "Halsey St"
L20, "Wilson Av"
L20, "Wilson Av"
L20, "Wilson Av"
L21, "Bushwick Av - Aberdeen St"
L21, "Bushwick Av - Aberdeen St"
L21, "Bushwick Av - Aberdeen St"
L22, "Broadway Jct"
L22, "Broadway Jct"
L22, "Broadway Jct"
L24, "Atlantic Av"
L24, "Atlantic Av"
L24, "Atlantic Av"
L25, "Sutter Av"
L25, "Sutter Av"
L25, "Sutter Av"
L26, "Livonia Av"
L26, "Livonia Av"
L26, "Livonia Av"
L27, "New Lots Av"
L27, "New Lots Av"
L27, "New Lots Av"
L28, "E 105 St"
L28, "E 105 St"
L28, "E 105 St"
L29, "Canarsie - Rockaway Pkwy"
L29, "Canarsie - Rockaway Pkwy"
L29, "Canarsie - Rockaway Pkwy"
M01, "Middle Village - Metropolitan Av"
M01, "Middle Village - Metropolitan Av"
M01, "Middle Village - Metropolitan Av"
M04, "Fresh Pond Rd"
M04, "Fresh Pond Rd"
M04, "Fresh Pond Rd"
M05, "Forest Av"
M05, "Forest Av"
M05, "Forest Av"
M06, "Seneca Av"
M06, "Seneca Av"
M06, "Seneca Av"
M08, "Myrtle - Wyckoff Avs"
M08, "Myrtle - Wyckoff Avs"
M08, "Myrtle - Wyckoff Avs"
M09, "Knickerbocker Av"
M09, "Knickerbocker Av"
M09, "Knickerbocker Av"
M10, "Central Av"
M10, "Central Av"
M10, "Central Av"
M11, "Myrtle Av"
M11, "Myrtle Av"
M11, "Myrtle Av"
M12, "Flushing Av"
M12, "Flushing Av"
M12, "Flushing Av"
M13, "Lorimer St"
M13, "Lorimer St"
M13, "Lorimer St"
M14, "Hewes St"
M14, "Hewes St"
M14, "Hewes St"
M16, "Marcy Av"
M16, "Marcy Av"
M16, "Marcy Av"
M18, "Essex St"
M18, "Essex St"
M18, "Essex St"
M19, "Bowery"
M19, "Bowery"
M19, "Bowery"
M20, "Canal St"
M20, "Canal St"
M20, "Canal St"
M21, "Chambers St"
M21, "Chambers St"
M21, "Chambers St"
M22, "Fulton St"
M22, "Fulton St"
M22, "Fulton St"
M23, "Broad St"
M23, "Broad St"
M23, "Broad St"
N02, "8 Av"
N02, "8 Av"
N02, "8 Av"
N03, "Fort Hamilton Pkwy"
N03, "Fort Hamilton Pkwy"
N03, "Fort Hamilton Pkwy"
N04, "New Utrecht Av"
N04, "New Utrecht Av"
N04, "New Utrecht Av"
N05, "18 Av"
N05, "18 Av"
N05, "18 Av"
N06, "20 Av"
N06, "20 Av"
N06, "20 Av"
N07, "Bay Pkwy"
N07, "Bay Pkwy"
N07, "Bay Pkwy"
N08, "Kings Hwy"
N08, "Kings Hwy"
N08, "Kings Hwy"
N09, "Avenue U"
N09, "Avenue U"
N09, "Avenue U"
N10, "86 St"
N10, "86 St"
N10, "86 St"
Q01, "Canal St"
Q01, "Canal St"
Q01, "Canal St"
R01, "Astoria - Ditmars Blvd"
R01, "Astoria - Ditmars Blvd"
R01, "Astoria - Ditmars Blvd"
R03, "Astoria Blvd"
R03, "Astoria Blvd"
R03, "Astoria Blvd"
R04, "30 Av"
R04, "30 Av"
R04, "30 Av"
R05, "Broadway"
R05, "Broadway"
R05, "Broadway"
R06, "36 Av"
R06, "36 Av"
R06, "36 Av"
R08, "39 Av"
R08, "39 Av"
R08, "39 Av"
R09, "Queensboro Plaza"
R09, "Queensboro Plaza"
R09, "Queensboro Plaza"
R11, "Lexington Av/59 St"
R11, "Lexington Av/59 St"
R11, "Lexington Av/59 St"
R13, "5 Av/59 St"
R13, "5 Av/59 St"
R13, "5 Av/59 St"
R14, "57 St - 7 Av"
R14, "57 St - 7 Av"
R14, "57 St - 7 Av"
R15, "49 St"
R15, "49 St"
R15, "49 St"
R16, "Times Sq - 42 St"
R16, "Times Sq - 42 St"
R16, "Times Sq - 42 St"
R17, "34 St - Herald Sq"
R17, "34 St - Herald Sq"
R17, "34 St - Herald Sq"
R18, "28 St"
R18, "28 St"
R18, "28 St"
R19, "23 St"
R19, "23 St"
R19, "23 St"
R20, "14 St - Union Sq"
R20, "14 St - Union Sq"
R20, "14 St - Union Sq"
R21, "8 St - NYU"
R21, "8 St - NYU"
R21, "8 St - NYU"
R22, "Prince St"
R22, "Prince St"
R22, "Prince St"
R23, "Canal St"
R23, "Canal St"
R23, "Canal St"
R24, "City Hall"
R24, "City Hall"
R24, "City Hall"
R25, "Cortlandt St"
R25, "Cortlandt St"
R25, "Cortlandt St"
R26, "Rector St"
R26, "Rector St"
R26, "Rector St"
R27, "Whitehall St"
R27, "Whitehall St"
R27, "Whitehall St"
R28, "Court St"
R28, "Court St"
R28, "Court St"
R29, "Jay St - MetroTech"
R29, "Jay St - MetroTech"
R29, "Jay St - MetroTech"
R30, "DeKalb Av"
R30, "DeKalb Av"
R30, "DeKalb Av"
R31, "Atlantic Av - Barclays Ctr"
R31, "Atlantic Av - Barclays Ctr"
R31, "Atlantic Av - Barclays Ctr"
R32, "Union St"
R32, "Union St"
R32, "Union St"
R33, "9 St"
R33, "9 St"
R33, "9 St"
R34, "Prospect Av"
R34, "Prospect Av"
R34, "Prospect Av"
R35, "25 St"
R35, "25 St"
R35, "25 St"
R36, "36 St"
R36, "36 St"
R36, "36 St"
R39, "45 St"
R39, "45 St"
R39, "45 St"
R40, "53 St"
R40, "53 St"
R40, "53 St"
R41, "59 St"
R41, "59 St"
R41, "59 St"
R42, "Bay Ridge Av"
R42, "Bay Ridge Av"
R42, "Bay Ridge Av"
R43, "77 St"
R43, "77 St"
R43, "77 St"
R44, "86 St"
R44, "86 St"
R44, "86 St"
R45, "Bay Ridge - 95 St"
R45, "Bay Ridge - 95 St"
R45, "Bay Ridge - 95 St"
S01, "Franklin Av"
S01, "Franklin Av"
S01, "Franklin Av"
S03, "Park Pl"
S03, "Park Pl"
S03, "Park Pl"
S04, "Botanic Garden"
S04, "Botanic Garden"
S04, "Botanic Garden"
S09, "Tottenville"
S09, "Tottenville"
S09, "Tottenville"
S10, "Atlantic"
S10, "Atlantic"
S10, "Atlantic"
S12, "Nassau"
S12, "Nassau"
S12, "Nassau"
S13, "Richmond Valley"
S13, "Richmond Valley"
S13, "Richmond Valley"
S14, "Pleasant Plains"
S14, "Pleasant Plains"
S14, "Pleasant Plains"
S15, "Prince's Bay"
S15, "Prince's Bay"
S15, "Prince's Bay"
S16, "Huguenot"
S16, "Huguenot"
S16, "Huguenot"
S17, "Annadale"
S17, "Annadale"
S17, "Annadale"
S18, "Eltingville"
S18, "Eltingville"
S18, "Eltingville"
S19, "Great Kills"
S19, "Great Kills"
S19, "Great Kills"
S20, "Bay Terrace"
S20, "Bay Terrace"
S20, "Bay Terrace"
S21, "Oakwood Heights"
S21, "Oakwood Heights"
S21, "Oakwood Heights"
S22, "New Dorp"
S22, "New Dorp"
S22, "New Dorp"
S23, "Grant City"
S23, "Grant City"
S23, "Grant City"
S24, "Jefferson Av"
S24, "Jefferson Av"
S24, "Jefferson Av"
S25, "Dongan Hills"
S25, "Dongan Hills"
S25, "Dongan Hills"
S26, "Old Town"
S26, "Old Town"
S26, "Old Town"
S27, "Grasmere"
S27, "Grasmere"
S27, "Grasmere"
S28, "Clifton"
S28, "Clifton"
S28, "Clifton"
S29, "Stapleton"
S29, "Stapleton"
S29, "Stapleton"
S30, "Tompkinsville"
S30, "Tompkinsville"
S30, "Tompkinsville"
S31, "St George"
S31, "St George"
S31, "St George"
